b_m,phi_deg,J_m,in_region_eta15
572.727,-35.556,,0
572.727,-33.778,,0
572.727,-32.000,,0
572.727,-30.222,,0
572.727,-28.444,,0
572.727,-26.667,,0
572.727,-24.889,,0
572.727,-23.111,,0
572.727,-21.333,647.3860,0
572.727,-19.556,729.9804,0
572.727,-17.778,842.5402,0
572.727,-16.000,1003.9097,0
572.727,-14.222,1252.9500,0
572.727,-12.444,1684.7186,0
572.727,-10.667,2609.5615,0
572.727,-8.889,5958.0722,0
572.727,-7.111,,0
572.727,-5.333,,0
572.727,-3.556,,0
572.727,-1.778,,0
572.727,0.000,,0
572.727,1.778,,0
572.727,3.556,,0
572.727,5.333,,0
572.727,7.111,,0
572.727,8.889,5958.0722,0
572.727,10.667,2609.5615,0
572.727,12.444,1684.7186,0
572.727,14.222,1252.9500,0
572.727,16.000,1003.9097,0
572.727,17.778,842.5402,0
572.727,19.556,729.9804,0
572.727,21.333,647.3860,0
572.727,23.111,,0
572.727,24.889,,0
572.727,26.667,,0
572.727,28.444,,0
572.727,30.222,,0
572.727,32.000,,0
572.727,33.778,,0
572.727,35.556,,0
572.727,37.333,,0
572.727,39.111,,0
572.727,40.889,,0
572.727,42.667,,0
572.727,44.444,,0
572.727,46.222,,0
572.727,48.000,,0
572.727,49.778,,0
572.727,51.556,,0
572.727,53.333,,0
572.727,55.111,,0
572.727,56.889,,0
572.727,58.667,,0
572.727,60.444,,0
572.727,62.222,,0
572.727,64.000,,0
572.727,65.778,,0
572.727,67.556,,0
572.727,69.333,,0
572.727,71.111,,0
572.727,72.889,,0
572.727,74.667,,0
572.727,76.444,,0
572.727,78.222,,0
572.727,80.000,,0
609.091,-80.000,,0
609.091,-78.222,,0
609.091,-76.444,,0
609.091,-74.667,,0
609.091,-72.889,,0
609.091,-71.111,,0
609.091,-69.333,,0
609.091,-67.556,,0
609.091,-65.778,,0
609.091,-64.000,,0
609.091,-62.222,,0
609.091,-60.444,,0
609.091,-58.667,,0
609.091,-56.889,,0
609.091,-55.111,,0
609.091,-53.333,,0
609.091,-51.556,,0
609.091,-49.778,,0
609.091,-48.000,,0
609.091,-46.222,,0
609.091,-44.444,,0
609.091,-42.667,,0
609.091,-40.889,,0
609.091,-39.111,,0
609.091,-37.333,,0
609.091,-35.556,,0
609.091,-33.778,,0
609.091,-32.000,,0
609.091,-30.222,,0
609.091,-28.444,,0
609.091,-26.667,,0
609.091,-24.889,465.1104,0
609.091,-23.111,505.0122,0
609.091,-21.333,555.6698,0
609.091,-19.556,621.6015,0
609.091,-17.778,710.2781,0
609.091,-16.000,835.0050,0
609.091,-14.222,1021.9968,0
609.091,-12.444,1331.0415,0
609.091,-10.667,1934.5594,0
609.091,-8.889,3618.9207,0
609.091,-7.111,32669.8620,0
609.091,-5.333,,0
609.091,-3.556,,0
609.091,-1.778,,0
609.091,0.000,,0
609.091,1.778,,0
609.091,3.556,,0
609.091,5.333,,0
609.091,7.111,32669.8620,0
609.091,8.889,3618.9207,0
609.091,10.667,1934.5594,0
609.091,12.444,1331.0415,0
609.091,14.222,1021.9968,0
609.091,16.000,835.0050,0
609.091,17.778,710.2781,0
609.091,19.556,621.6015,0
609.091,21.333,555.6698,0
609.091,23.111,505.0122,0
609.091,24.889,465.1104,0
609.091,26.667,,0
609.091,28.444,,0
609.091,30.222,,0
609.091,32.000,,0
609.091,33.778,,0
609.091,35.556,,0
609.091,37.333,,0
609.091,39.111,,0
609.091,40.889,,0
609.091,42.667,,0
609.091,44.444,,0
609.091,46.222,,0
609.091,48.000,,0
609.091,49.778,,0
609.091,51.556,,0
609.091,53.333,,0
609.091,55.111,,0
609.091,56.889,,0
609.091,58.667,,0
609.091,60.444,,0
609.091,62.222,,0
609.091,64.000,,0
609.091,65.778,,0
609.091,67.556,,0
609.091,69.333,,0
609.091,71.111,,0
609.091,72.889,,0
609.091,74.667,,0
609.091,76.444,,0
609.091,78.222,,0
609.091,80.000,,0
645.455,-80.000,,0
645.455,-78.222,,0
645.455,-76.444,,0
645.455,-74.667,,0
645.455,-72.889,,0
645.455,-71.111,,0
645.455,-69.333,,0
645.455,-67.556,,0
645.455,-65.778,,0
645.455,-64.000,,0
645.455,-62.222,,0
645.455,-60.444,,0
645.455,-58.667,,0
645.455,-56.889,,0
645.455,-55.111,,0
645.455,-53.333,,0
645.455,-51.556,,0
645.455,-49.778,,0
645.455,-48.000,,0
645.455,-46.222,,0
645.455,-44.444,,0
645.455,-42.667,,0
645.455,-40.889,,0
645.455,-39.111,,0
645.455,-37.333,,0
645.455,-35.556,,0
645.455,-33.778,,0
645.455,-32.000,,0
645.455,-30.222,,0
645.455,-28.444,359.7241,0
645.455,-26.667,381.2306,0
645.455,-24.889,407.5810,0
645.455,-23.111,440.3050,0
645.455,-21.333,481.6586,0
645.455,-19.556,535.1125,0
645.455,-17.778,606.2940,0
645.455,-16.000,704.9703,0
645.455,-14.222,849.7097,0
645.455,-12.444,1080.6747,0
645.455,-10.667,1503.8772,0
645.455,-8.889,2519.8671,0
645.455,-7.111,8172.9220,0
645.455,-5.333,,0
645.455,-3.556,,0
645.455,-1.778,,0
645.455,0.000,,0
645.455,1.778,,0
645.455,3.556,,0
645.455,5.333,,0
645.455,7.111,8172.9220,0
645.455,8.889,2519.8671,0
645.455,10.667,1503.8772,0
645.455,12.444,1080.6747,0
645.455,14.222,849.7097,0
645.455,16.000,704.9703,0
645.455,17.778,606.2940,0
645.455,19.556,535.1125,0
645.455,21.333,481.6586,0
645.455,23.111,440.3050,0
645.455,24.889,407.5810,0
645.455,26.667,381.2306,0
645.455,28.444,359.7241,0
645.455,30.222,,0
645.455,32.000,,0
645.455,33.778,,0
645.455,35.556,,0
645.455,37.333,,0
645.455,39.111,,0
645.455,40.889,,0
645.455,42.667,,0
645.455,44.444,,0
645.455,46.222,,0
645.455,48.000,,0
645.455,49.778,,0
645.455,51.556,,0
645.455,53.333,,0
645.455,55.111,,0
645.455,56.889,,0
645.455,58.667,,0
645.455,60.444,,0
645.455,62.222,,0
645.455,64.000,,0
645.455,65.778,,0
645.455,67.556,,0
645.455,69.333,,0
645.455,71.111,,0
645.455,72.889,,0
645.455,74.667,,0
645.455,76.444,,0
645.455,78.222,,0
645.455,80.000,,0
681.818,-80.000,,0
681.818,-78.222,,0
681.818,-76.444,,0
681.818,-74.667,,0
681.818,-72.889,,0
681.818,-71.111,,0
681.818,-69.333,,0
681.818,-67.556,,0
681.818,-65.778,,0
681.818,-64.000,,0
681.818,-62.222,,0
681.818,-60.444,,0
681.818,-58.667,,0
681.818,-56.889,,0
681.818,-55.111,,0
681.818,-53.333,,0
681.818,-51.556,,0
681.818,-49.778,,0
681.818,-48.000,,0
681.818,-46.222,,0
681.818,-44.444,,0
681.818,-42.667,,0
681.818,-40.889,,0
681.818,-39.111,,0
681.818,-37.333,,0
681.818,-35.556,,0
681.818,-33.778,,0
681.818,-32.000,293.2643,0
681.818,-30.222,305.4262,0
681.818,-28.444,320.0941,0
681.818,-26.667,337.9006,0
681.818,-24.889,359.7153,0
681.818,-23.111,386.7669,0
681.818,-21.333,420.8491,0
681.818,-19.556,464.6863,0
681.818,-17.778,522.6251,0
681.818,-16.000,602.0521,0
681.818,-14.222,716.6129,0
681.818,-12.444,894.6193,0
681.818,-10.667,1205.9901,0
681.818,-8.889,1883.0679,0
681.818,-7.111,4445.5952,0
681.818,-5.333,,0
681.818,-3.556,,0
681.818,-1.778,,0
681.818,0.000,,0
681.818,1.778,,0
681.818,3.556,,0
681.818,5.333,,0
681.818,7.111,4445.5952,0
681.818,8.889,1883.0679,0
681.818,10.667,1205.9901,0
681.818,12.444,894.6193,0
681.818,14.222,716.6129,0
681.818,16.000,602.0521,0
681.818,17.778,522.6251,0
681.818,19.556,464.6863,0
681.818,21.333,420.8491,0
681.818,23.111,386.7669,0
681.818,24.889,359.7153,0
681.818,26.667,337.9006,0
681.818,28.444,320.0941,0
681.818,30.222,305.4262,0
681.818,32.000,293.2643,0
681.818,33.778,,0
681.818,35.556,,0
681.818,37.333,,0
681.818,39.111,,0
681.818,40.889,,0
681.818,42.667,,0
681.818,44.444,,0
681.818,46.222,,0
681.818,48.000,,0
681.818,49.778,,0
681.818,51.556,,0
681.818,53.333,,0
681.818,55.111,,0
681.818,56.889,,0
681.818,58.667,,0
681.818,60.444,,0
681.818,62.222,,0
681.818,64.000,,0
681.818,65.778,,0
681.818,67.556,,0
681.818,69.333,,0
681.818,71.111,,0
681.818,72.889,,0
681.818,74.667,,0
681.818,76.444,,0
681.818,78.222,,0
681.818,80.000,,0
718.182,-80.000,,0
718.182,-78.222,,0
718.182,-76.444,,0
718.182,-74.667,,0
718.182,-72.889,,0
718.182,-71.111,,0
718.182,-69.333,,0
718.182,-67.556,,0
718.182,-65.778,,0
718.182,-64.000,,0
718.182,-62.222,,0
718.182,-60.444,,0
718.182,-58.667,,0
718.182,-56.889,,0
718.182,-55.111,,0
718.182,-53.333,,0
718.182,-51.556,,0
718.182,-49.778,,0
718.182,-48.000,,0
718.182,-46.222,,0
718.182,-44.444,,0
718.182,-42.667,,0
718.182,-40.889,,0
718.182,-39.111,,0
718.182,-37.333,,0
718.182,-35.556,,0
718.182,-33.778,255.9822,0
718.182,-32.000,264.2929,0
718.182,-30.222,274.3273,0
718.182,-28.444,286.4755,0
718.182,-26.667,301.2591,0
718.182,-24.889,319.3911,0
718.182,-23.111,341.8723,0
718.182,-21.333,370.1502,0
718.182,-19.556,406.4002,0
718.182,-17.778,454.0465,0
718.182,-16.000,518.8070,0
718.182,-14.222,610.9981,0
718.182,-12.444,751.3179,0
718.182,-10.667,988.2933,0
718.182,-8.889,1468.7251,0
718.182,-7.111,2941.5630,0
718.182,-5.333,,0
718.182,-3.556,,0
718.182,-1.778,,0
718.182,0.000,,0
718.182,1.778,,0
718.182,3.556,,0
718.182,5.333,,0
718.182,7.111,2941.5630,0
718.182,8.889,1468.7251,0
718.182,10.667,988.2933,0
718.182,12.444,751.3179,0
718.182,14.222,610.9981,0
718.182,16.000,518.8070,0
718.182,17.778,454.0465,0
718.182,19.556,406.4002,0
718.182,21.333,370.1502,0
718.182,23.111,341.8723,0
718.182,24.889,319.3911,0
718.182,26.667,301.2591,0
718.182,28.444,286.4755,0
718.182,30.222,274.3273,0
718.182,32.000,264.2929,0
718.182,33.778,255.9822,0
718.182,35.556,,0
718.182,37.333,,0
718.182,39.111,,0
718.182,40.889,,0
718.182,42.667,,0
718.182,44.444,,0
718.182,46.222,,0
718.182,48.000,,0
718.182,49.778,,0
718.182,51.556,,0
718.182,53.333,,0
718.182,55.111,,0
718.182,56.889,,0
718.182,58.667,,0
718.182,60.444,,0
718.182,62.222,,0
718.182,64.000,,0
718.182,65.778,,0
718.182,67.556,,0
718.182,69.333,,0
718.182,71.111,,0
718.182,72.889,,0
718.182,74.667,,0
718.182,76.444,,0
718.182,78.222,,0
718.182,80.000,,0
754.545,-80.000,,0
754.545,-78.222,,0
754.545,-76.444,,0
754.545,-74.667,,0
754.545,-72.889,,0
754.545,-71.111,,0
754.545,-69.333,,0
754.545,-67.556,,0
754.545,-65.778,,0
754.545,-64.000,,0
754.545,-62.222,,0
754.545,-60.444,,0
754.545,-58.667,,0
754.545,-56.889,,0
754.545,-55.111,,0
754.545,-53.333,,0
754.545,-51.556,,0
754.545,-49.778,,0
754.545,-48.000,,0
754.545,-46.222,,0
754.545,-44.444,,0
754.545,-42.667,,0
754.545,-40.889,,0
754.545,-39.111,,0
754.545,-37.333,,0
754.545,-35.556,,0
754.545,-33.778,232.5942,0
754.545,-32.000,239.3840,0
754.545,-30.222,247.6417,0
754.545,-28.444,257.6930,0
754.545,-26.667,269.9720,0
754.545,-24.889,285.0691,0
754.545,-23.111,303.8075,0
754.545,-21.333,327.3700,0
754.545,-19.556,357.5171,0
754.545,-17.778,396.9888,0
754.545,-16.000,450.2930,0
754.545,-14.222,525.4042,0
754.545,-12.444,637.8857,0
754.545,-10.667,822.7329,0
754.545,-8.889,1178.4594,0
754.545,-7.111,2130.9204,0
754.545,-5.333,12464.5949,0
754.545,-3.556,,0
754.545,-1.778,,0
754.545,0.000,,0
754.545,1.778,,0
754.545,3.556,,0
754.545,5.333,12464.5949,0
754.545,7.111,2130.9204,0
754.545,8.889,1178.4594,0
754.545,10.667,822.7329,0
754.545,12.444,637.8857,0
754.545,14.222,525.4042,0
754.545,16.000,450.2930,0
754.545,17.778,396.9888,0
754.545,19.556,357.5171,0
754.545,21.333,327.3700,0
754.545,23.111,303.8075,0
754.545,24.889,285.0691,0
754.545,26.667,269.9720,0
754.545,28.444,257.6930,0
754.545,30.222,247.6417,0
754.545,32.000,239.3840,0
754.545,33.778,232.5942,0
754.545,35.556,,0
754.545,37.333,,0
754.545,39.111,,0
754.545,40.889,,0
754.545,42.667,,0
754.545,44.444,,0
754.545,46.222,,0
754.545,48.000,,0
754.545,49.778,,0
754.545,51.556,,0
754.545,53.333,,0
754.545,55.111,,0
754.545,56.889,,0
754.545,58.667,,0
754.545,60.444,,0
754.545,62.222,,0
754.545,64.000,,0
754.545,65.778,,0
754.545,67.556,,0
754.545,69.333,,0
754.545,71.111,,0
754.545,72.889,,0
754.545,74.667,,0
754.545,76.444,,0
754.545,78.222,,0
754.545,80.000,,0
790.909,-80.000,,0
790.909,-78.222,,0
790.909,-76.444,,0
790.909,-74.667,,0
790.909,-72.889,,0
790.909,-71.111,,0
790.909,-69.333,,0
790.909,-67.556,,0
790.909,-65.778,,0
790.909,-64.000,,0
790.909,-62.222,,0
790.909,-60.444,,0
790.909,-58.667,,0
790.909,-56.889,,0
790.909,-55.111,,0
790.909,-53.333,,0
790.909,-51.556,,0
790.909,-49.778,,0
790.909,-48.000,,0
790.909,-46.222,,0
790.909,-44.444,,0
790.909,-42.667,,0
790.909,-40.889,,0
790.909,-39.111,,0
790.909,-37.333,,0
790.909,-35.556,207.8545,0
790.909,-33.778,212.3126,0
790.909,-32.000,217.8159,0
790.909,-30.222,224.5742,0
790.909,-28.444,232.8614,0
790.909,-26.667,243.0409,0
790.909,-24.889,255.6051,0
790.909,-23.111,271.2370,0
790.909,-21.333,290.9118,0
790.909,-19.556,316.0699,0
790.909,-17.778,348.9308,0
790.909,-16.000,393.1007,0
790.909,-14.222,454.8526,0
790.909,-12.444,546.1491,0
790.909,-10.667,692.9811,0
790.909,-8.889,964.4562,0
790.909,-7.111,1625.5637,0
790.909,-5.333,5519.0707,0
790.909,-3.556,,0
790.909,-1.778,,0
790.909,0.000,,0
790.909,1.778,,0
790.909,3.556,,0
790.909,5.333,5519.0707,0
790.909,7.111,1625.5637,0
790.909,8.889,964.4562,0
790.909,10.667,692.9811,0
790.909,12.444,546.1491,0
790.909,14.222,454.8526,0
790.909,16.000,393.1007,0
790.909,17.778,348.9308,0
790.909,19.556,316.0699,0
790.909,21.333,290.9118,0
790.909,23.111,271.2370,0
790.909,24.889,255.6051,0
790.909,26.667,243.0409,0
790.909,28.444,232.8614,0
790.909,30.222,224.5742,0
790.909,32.000,217.8159,0
790.909,33.778,212.3126,0
790.909,35.556,207.8545,0
790.909,37.333,,0
790.909,39.111,,0
790.909,40.889,,0
790.909,42.667,,0
790.909,44.444,,0
790.909,46.222,,0
790.909,48.000,,0
790.909,49.778,,0
790.909,51.556,,0
790.909,53.333,,0
790.909,55.111,,0
790.909,56.889,,0
790.909,58.667,,0
790.909,60.444,,0
790.909,62.222,,0
790.909,64.000,,0
790.909,65.778,,0
790.909,67.556,,0
790.909,69.333,,0
790.909,71.111,,0
790.909,72.889,,0
790.909,74.667,,0
790.909,76.444,,0
790.909,78.222,,0
790.909,80.000,,0
827.273,-80.000,,0
827.273,-78.222,,0
827.273,-76.444,,0
827.273,-74.667,,0
827.273,-72.889,,0
827.273,-71.111,,0
827.273,-69.333,,0
827.273,-67.556,,0
827.273,-65.778,,0
827.273,-64.000,,0
827.273,-62.222,,0
827.273,-60.444,,0
827.273,-58.667,,0
827.273,-56.889,,0
827.273,-55.111,,0
827.273,-53.333,,0
827.273,-51.556,,0
827.273,-49.778,,0
827.273,-48.000,,0
827.273,-46.222,,0
827.273,-44.444,,0
827.273,-42.667,,0
827.273,-40.889,,0
827.273,-39.111,,0
827.273,-37.333,188.3689,0
827.273,-35.556,191.1159,0
827.273,-33.778,194.6234,0
827.273,-32.000,199.0297,0
827.273,-30.222,204.5121,0
827.273,-28.444,211.3015,0
827.273,-26.667,219.7038,0
827.273,-24.889,230.1317,0
827.273,-23.111,243.1556,0
827.273,-21.333,259.5853,0
827.273,-19.556,280.6090,0
827.273,-17.778,308.0424,0
827.273,-16.000,344.8032,0
827.273,-14.222,395.8951,0
827.273,-12.444,470.6738,0
827.273,-10.667,588.8905,0
827.273,-8.889,800.6802,0
827.273,-7.111,1281.4961,0
827.273,-5.333,3376.0828,0
827.273,-3.556,,0
827.273,-1.778,,0
827.273,0.000,,0
827.273,1.778,,0
827.273,3.556,,0
827.273,5.333,3376.0828,0
827.273,7.111,1281.4961,0
827.273,8.889,800.6802,0
827.273,10.667,588.8905,0
827.273,12.444,470.6738,0
827.273,14.222,395.8951,0
827.273,16.000,344.8032,0
827.273,17.778,308.0424,0
827.273,19.556,280.6090,0
827.273,21.333,259.5853,0
827.273,23.111,243.1556,0
827.273,24.889,230.1317,0
827.273,26.667,219.7038,0
827.273,28.444,211.3015,0
827.273,30.222,204.5121,0
827.273,32.000,199.0297,0
827.273,33.778,194.6234,0
827.273,35.556,191.1159,0
827.273,37.333,188.3689,0
827.273,39.111,,0
827.273,40.889,,0
827.273,42.667,,0
827.273,44.444,,0
827.273,46.222,,0
827.273,48.000,,0
827.273,49.778,,0
827.273,51.556,,0
827.273,53.333,,0
827.273,55.111,,0
827.273,56.889,,0
827.273,58.667,,0
827.273,60.444,,0
827.273,62.222,,0
827.273,64.000,,0
827.273,65.778,,0
827.273,67.556,,0
827.273,69.333,,0
827.273,71.111,,0
827.273,72.889,,0
827.273,74.667,,0
827.273,76.444,,0
827.273,78.222,,0
827.273,80.000,,0
863.636,-80.000,,0
863.636,-78.222,,0
863.636,-76.444,,0
863.636,-74.667,,0
863.636,-72.889,,0
863.636,-71.111,,0
863.636,-69.333,,0
863.636,-67.556,,0
863.636,-65.778,,0
863.636,-64.000,,0
863.636,-62.222,,0
863.636,-60.444,,0
863.636,-58.667,,0
863.636,-56.889,,0
863.636,-55.111,,0
863.636,-53.333,,0
863.636,-51.556,,0
863.636,-49.778,,0
863.636,-48.000,,0
863.636,-46.222,,0
863.636,-44.444,,0
863.636,-42.667,,0
863.636,-40.889,,0
863.636,-39.111,,0
863.636,-37.333,174.3961,0
863.636,-35.556,176.4302,0
863.636,-33.778,179.1211,0
863.636,-32.000,182.5860,0
863.636,-30.222,186.9749,0
863.636,-28.444,192.4832,0
863.636,-26.667,199.3689,0
863.636,-24.889,207.9794,0
863.636,-23.111,218.7929,0
863.636,-21.333,232.4854,0
863.636,-19.556,250.0434,0
863.636,-17.778,272.9632,0
863.636,-16.000,303.6268,0
863.636,-14.222,346.0690,0
863.636,-12.444,407.7074,0
863.636,-10.667,503.8243,0
863.636,-8.889,671.7442,0
863.636,-7.111,1032.9870,0
863.636,-5.333,2337.7458,0
863.636,-3.556,,0
863.636,-1.778,,0
863.636,0.000,,0
863.636,1.778,,0
863.636,3.556,,0
863.636,5.333,2337.7458,0
863.636,7.111,1032.9870,0
863.636,8.889,671.7442,0
863.636,10.667,503.8243,0
863.636,12.444,407.7074,0
863.636,14.222,346.0690,0
863.636,16.000,303.6268,0
863.636,17.778,272.9632,0
863.636,19.556,250.0434,0
863.636,21.333,232.4854,0
863.636,23.111,218.7929,0
863.636,24.889,207.9794,0
863.636,26.667,199.3689,0
863.636,28.444,192.4832,0
863.636,30.222,186.9749,0
863.636,32.000,182.5860,0
863.636,33.778,179.1211,0
863.636,35.556,176.4302,0
863.636,37.333,174.3961,0
863.636,39.111,,0
863.636,40.889,,0
863.636,42.667,,0
863.636,44.444,,0
863.636,46.222,,0
863.636,48.000,,0
863.636,49.778,,0
863.636,51.556,,0
863.636,53.333,,0
863.636,55.111,,0
863.636,56.889,,0
863.636,58.667,,0
863.636,60.444,,0
863.636,62.222,,0
863.636,64.000,,0
863.636,65.778,,0
863.636,67.556,,0
863.636,69.333,,0
863.636,71.111,,0
863.636,72.889,,0
863.636,74.667,,0
863.636,76.444,,0
863.636,78.222,,0
863.636,80.000,,0
900.000,-80.000,,0
900.000,-78.222,,0
900.000,-76.444,,0
900.000,-74.667,,0
900.000,-72.889,,0
900.000,-71.111,,0
900.000,-69.333,,0
900.000,-67.556,,0
900.000,-65.778,,0
900.000,-64.000,,0
900.000,-62.222,,0
900.000,-60.444,,0
900.000,-58.667,,0
900.000,-56.889,,0
900.000,-55.111,,0
900.000,-53.333,,0
900.000,-51.556,,0
900.000,-49.778,,0
900.000,-48.000,,0
900.000,-46.222,,0
900.000,-44.444,,0
900.000,-42.667,,0
900.000,-40.889,,0
900.000,-39.111,161.1476,0
900.000,-37.333,162.0766,0
900.000,-35.556,163.4950,0
900.000,-33.778,165.4811,0
900.000,-32.000,168.1340,0
900.000,-30.222,171.5809,0
900.000,-28.444,175.9869,0
900.000,-26.667,181.5701,0
900.000,-24.889,188.6232,0
900.000,-23.111,197.5484,0
900.000,-21.333,208.9121,0
900.000,-19.556,223.5367,0
900.000,-17.778,242.6620,0
900.000,-16.000,268.2461,0
900.000,-14.222,303.5697,0
900.000,-12.444,354.5769,0
900.000,-10.667,433.2602,0
900.000,-8.889,567.9720,0
900.000,-7.111,845.7602,0
900.000,-5.333,1727.2300,0
900.000,-3.556,,0
900.000,-1.778,,0
900.000,0.000,,0
900.000,1.778,,0
900.000,3.556,,0
900.000,5.333,1727.2300,0
900.000,7.111,845.7602,0
900.000,8.889,567.9720,0
900.000,10.667,433.2602,0
900.000,12.444,354.5769,0
900.000,14.222,303.5697,0
900.000,16.000,268.2461,0
900.000,17.778,242.6620,0
900.000,19.556,223.5367,0
900.000,21.333,208.9121,0
900.000,23.111,197.5484,0
900.000,24.889,188.6232,0
900.000,26.667,181.5701,0
900.000,28.444,175.9869,0
900.000,30.222,171.5809,0
900.000,32.000,168.1340,0
900.000,33.778,165.4811,0
900.000,35.556,163.4950,0
900.000,37.333,162.0766,0
900.000,39.111,161.1476,0
900.000,40.889,,0
900.000,42.667,,0
900.000,44.444,,0
900.000,46.222,,0
900.000,48.000,,0
900.000,49.778,,0
900.000,51.556,,0
900.000,53.333,,0
900.000,55.111,,0
900.000,56.889,,0
900.000,58.667,,0
900.000,60.444,,0
900.000,62.222,,0
900.000,64.000,,0
900.000,65.778,,0
900.000,67.556,,0
900.000,69.333,,0
900.000,71.111,,0
900.000,72.889,,0
900.000,74.667,,0
900.000,76.444,,0
900.000,78.222,,0
900.000,80.000,,0
936.364,-80.000,,0
936.364,-78.222,,0
936.364,-76.444,,0
936.364,-74.667,,0
936.364,-72.889,,0
936.364,-71.111,,0
936.364,-69.333,,0
936.364,-67.556,,0
936.364,-65.778,,0
936.364,-64.000,,0
936.364,-62.222,,0
936.364,-60.444,,0
936.364,-58.667,,0
936.364,-56.889,,0
936.364,-55.111,,0
936.364,-53.333,,0
936.364,-51.556,,0
936.364,-49.778,,0
936.364,-48.000,,0
936.364,-46.222,,0
936.364,-44.444,,0
936.364,-42.667,,0
936.364,-40.889,,0
936.364,-39.111,150.7188,1
936.364,-37.333,151.1795,1
936.364,-35.556,152.0647,1
936.364,-33.778,153.4404,1
936.364,-32.000,155.3905,0
936.364,-30.222,158.0225,0
936.364,-28.444,161.4759,0
936.364,-26.667,165.9347,0
936.364,-24.889,171.6459,0
936.364,-23.111,178.9479,0
936.364,-21.333,188.3160,0
936.364,-19.556,200.4375,0
936.364,-17.778,216.3437,0
936.364,-16.000,237.6516,0
936.364,-14.222,267.0456,0
936.364,-12.444,309.3280,0
936.364,-10.667,374.0128,0
936.364,-8.889,482.9765,0
936.364,-7.111,700.1919,0
936.364,-5.333,1326.8764,0
936.364,-3.556,18008.5197,0
936.364,-1.778,,0
936.364,0.000,,0
936.364,1.778,,0
936.364,3.556,18008.5197,0
936.364,5.333,1326.8764,0
936.364,7.111,700.1919,0
936.364,8.889,482.9765,0
936.364,10.667,374.0128,0
936.364,12.444,309.3280,0
936.364,14.222,267.0456,0
936.364,16.000,237.6516,0
936.364,17.778,216.3437,0
936.364,19.556,200.4375,0
936.364,21.333,188.3160,0
936.364,23.111,178.9479,0
936.364,24.889,171.6459,0
936.364,26.667,165.9347,0
936.364,28.444,161.4759,0
936.364,30.222,158.0225,0
936.364,32.000,155.3905,0
936.364,33.778,153.4404,1
936.364,35.556,152.0647,1
936.364,37.333,151.1795,1
936.364,39.111,150.7188,1
936.364,40.889,,0
936.364,42.667,,0
936.364,44.444,,0
936.364,46.222,,0
936.364,48.000,,0
936.364,49.778,,0
936.364,51.556,,0
936.364,53.333,,0
936.364,55.111,,0
936.364,56.889,,0
936.364,58.667,,0
936.364,60.444,,0
936.364,62.222,,0
936.364,64.000,,0
936.364,65.778,,0
936.364,67.556,,0
936.364,69.333,,0
936.364,71.111,,0
936.364,72.889,,0
936.364,74.667,,0
936.364,76.444,,0
936.364,78.222,,0
936.364,80.000,,0
972.727,-80.000,,0
972.727,-78.222,,0
972.727,-76.444,,0
972.727,-74.667,,0
972.727,-72.889,,0
972.727,-71.111,,0
972.727,-69.333,,0
972.727,-67.556,,0
972.727,-65.778,,0
972.727,-64.000,,0
972.727,-62.222,,0
972.727,-60.444,,0
972.727,-58.667,,0
972.727,-56.889,,0
972.727,-55.111,,0
972.727,-53.333,,0
972.727,-51.556,,0
972.727,-49.778,,0
972.727,-48.000,,0
972.727,-46.222,,0
972.727,-44.444,,0
972.727,-42.667,,0
972.727,-40.889,,0
972.727,-39.111,141.4606,1
972.727,-37.333,141.5149,1
972.727,-35.556,141.9374,1
972.727,-33.778,142.7836,1
972.727,-32.000,144.1241,1
972.727,-30.222,146.0493,1
972.727,-28.444,148.6768,1
972.727,-26.667,152.1617,1
972.727,-24.889,156.7118,0
972.727,-23.111,162.6116,0
972.727,-21.333,170.2598,0
972.727,-19.556,180.2317,0
972.727,-17.778,193.3861,0
972.727,-16.000,211.0624,0
972.727,-14.222,235.4664,0
972.727,-12.444,270.5006,0
972.727,-10.667,323.7750,0
972.727,-8.889,412.3732,0
972.727,-7.111,584.2399,0
972.727,-5.333,1045.2801,0
972.727,-3.556,5850.4498,0
972.727,-1.778,,0
972.727,0.000,,0
972.727,1.778,,0
972.727,3.556,5850.4498,0
972.727,5.333,1045.2801,0
972.727,7.111,584.2399,0
972.727,8.889,412.3732,0
972.727,10.667,323.7750,0
972.727,12.444,270.5006,0
972.727,14.222,235.4664,0
972.727,16.000,211.0624,0
972.727,17.778,193.3861,0
972.727,19.556,180.2317,0
972.727,21.333,170.2598,0
972.727,23.111,162.6116,0
972.727,24.889,156.7118,0
972.727,26.667,152.1617,1
972.727,28.444,148.6768,1
972.727,30.222,146.0493,1
972.727,32.000,144.1241,1
972.727,33.778,142.7836,1
972.727,35.556,141.9374,1
972.727,37.333,141.5149,1
972.727,39.111,141.4606,1
972.727,40.889,,0
972.727,42.667,,0
972.727,44.444,,0
972.727,46.222,,0
972.727,48.000,,0
972.727,49.778,,0
972.727,51.556,,0
972.727,53.333,,0
972.727,55.111,,0
972.727,56.889,,0
972.727,58.667,,0
972.727,60.444,,0
972.727,62.222,,0
972.727,64.000,,0
972.727,65.778,,0
972.727,67.556,,0
972.727,69.333,,0
972.727,71.111,,0
972.727,72.889,,0
972.727,74.667,,0
972.727,76.444,,0
972.727,78.222,,0
972.727,80.000,,0
1009.091,-80.000,,0
1009.091,-78.222,,0
1009.091,-76.444,,0
1009.091,-74.667,,0
1009.091,-72.889,,0
